manhinh,ram,loaibonho,dungluongbonho,trongluong,gia,class,id,name,cpu,gpu
0.8666667,0.0625,0.2,0.4,0.5925,0.06541892,phothong,4140,Pro P2540UA-XO0198T,0.50343879,0.08839779
0.8666667,0.0625,0.2,0.1953125,0.525,0.05410723,phothong,4141,15-rb013nv (E2-9000e/4GB/500GB/W10),0.180192572,0.038674033
0.8666667,0.25,1,0.5,0.8,0.245778,chuyennghiep,4142,Legion Y720-15IKB,0.83218707,0.82320442
0.7777778,0.125,0.8,0.1,0.4,0.14084277,vanphong,4143,Vostro 5468,0.628610729,0.08839779
0.7388889,0.125,0.8,0.1,0.4,0.11296934,vanphong,4144,Aspire R7,0.558459422,0.127071823
0.8666667,0.25,0.8,0.1,0.59,0.14740121,vanphong,4145,Inspiron 5567,0.69738652,0.254143646
0.8666667,0.0625,0.2,0.4,0.525,0.063944906,phothong,4146,Aspire A315-51,0.419532325,0.127071823
0.8666667,0.0625,1,0.45,0.55,0.09427775,vanphong,4147,X555QG-DM242T (A10-9620P/4GB/1TB,0.429160935,0.149171271
0.96111107,0.5,1,0.6,1.175,0.63780946,chuyennghiep,4148,ROG G703VI-E5062T,0.918844567,0.944751381
0.8666667,0.125,0.8,0.1,0.625,0.13871126,chuyennghiep,4149,Nitro AN515-51,0.799174691,0.674033149
0.8666667,0.125,0.8,0.05,0.55,0.09657321,vanphong,4150,IdeaPad 320-15ISK,0.419532325,0.127071823
0.96111107,0.125,1,0.45,0.525,0.18773569,chuyennghiep,4151,VivoBook Pro,0.808803301,0.325966851
0.96111107,0.125,1,0.45,0.6725,0.1457616,chuyennghiep,4152,F756UX-T4201D (i7-7500U/8GB/128GB,0.69738652,0.497237569
0.8666667,0.125,0.8,0.1,0.64,0.14412199,chuyennghiep,4153,Inspiron 5577,0.799174691,0.674033149
0.7722222,0.125,0.8,0.1,0.345,0.17691424,vanphong,4154,Yoga 910-13IKB,0.69738652,0.08839779
0.8666667,0.125,1,0.85,0.55,0.16150188,chuyennghiep,4155,Inspiron 5570,0.808803301,0.17679558
0.8666667,0.125,0.2,0.4,0.51,0.09165437,phothong,4156,15-bs015dx (i5-7200U/8GB/1TB/W10),0.628610729,0.08839779
0.96111107,0.25,0.8,0.1,0.9,0.49171996,chuyennghiep,4157,Rog G701VIK-BA060T,0.918844567,0.944751381
0.7388889,0.0625,0.2,0.1953125,0.3725,0.11067388,phothong,4158,ProBook 430,0.782668501,0.165745856
0.7388889,0.125,0.8,0.2,0.3425,0.33448106,vanphong,4159,MacBook Pro,0.742778542,0.226519337
0.8666667,0.125,0.2,0.4,0.52,0.1342843,phothong,4160,Inspiron 5579,0.808803301,0.165745856
0.96111107,0.25,1,0.5,1.075,0.2949664,chuyennghiep,4161,ROG G752VSK-GC493T,0.83218707,0.845303867
0.8666667,0.0625,0.2,0.4,0.42,0.07689785,phothong,4162,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,0.363136176,0.149171271
0.7722222,0.125,0.8,0.2,0.3425,0.30316445,vanphong,4163,Yoga 920-13IKB,0.808803301,0.165745856
0.96111107,0.0625,0.8,0.1,0.75,0.11510084,vanphong,4164,Aspire 5,0.573590096,0.303867403
0.7388889,0.125,0.8,0.1,0.3525,0.15559928,vanphong,4165,Vostro 5370,0.782668501,0.165745856
0.8666667,0.125,0.8,0.05,0.4775,0.07311034,vanphong,4166,15-BW094nd (A6-9220/8GB/128GB/W10),0.298486933,0.077348066
0.96111107,0.25,0.2,0.4,0.725,0.17363502,phothong,4167,Envy 17-U275cl,0.808803301,0.325966851
0.96111107,0.25,1,0.6,1.035,0.40973932,chuyennghiep,4168,GT73EVR 7RE,0.83218707,0.878453039
0.8666667,0.125,0.8,0.2,0.5,0.27857026,chuyennghiep,4169,Yoga 720-15IKB,0.83218707,0.674033149
0.96111107,0.125,1,0.45,0.7,0.1872438,chuyennghiep,4170,Inspiron 5770,0.808803301,0.17679558
0.8666667,0.0625,0.8,0.1,0.55,0.07279882,vanphong,4171,IdeaPad 320-15ISK,0.419532325,0.127071823
0.8666667,0.0625,0.2,0.1953125,0.525,0.11838006,phothong,4172,ProBook 450,0.782668501,0.08839779
0.8666667,0.0625,0.2,0.4,0.545,0.10772258,phothong,4173,Vostro 3568,0.628610729,0.08839779
0.8666667,0.125,0.2,0.4,0.56,0.092638135,phothong,4174,Inspiron 3567,0.628610729,0.149171271
0.8666667,0.125,0.8,0.1,0.6675,0.13100508,vanphong,4175,Inspiron 5579,0.782668501,0.165745856
0.7388889,0.125,1,0.4,0.275,0.245778,vanphong,4176,ZenBook Flip,0.808803301,0.165745856
0.8666667,0.0625,0.2,0.4,0.55,0.07656993,phothong,4177,IdeaPad 320-15IKBN,0.628610729,0.08839779
0.96111107,0.125,0.2,0.4,0.625,0.16691262,phothong,4178,Probook 470,0.808803301,0.254143646
0.8666667,0.125,0.8,0.1,0.5125,0.14428595,vanphong,4179,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),0.808803301,0.165745856
0.7388889,0.125,0.8,0.2,0.3425,0.3211838,vanphong,4180,MacBook Pro,0.606602476,0.165745856
0.96111107,0.25,1,0.5,0.8,0.25397605,chuyennghiep,4181,Rog Strix,0.946354883,0.596685083
0.8666667,0.125,0.8,0.1,0.535,0.120523036,vanphong,4182,Inspiron 3576,0.808803301,0.160220994
0.7777778,0.25,0.8,0.2,0.34,0.40973932,vanphong,4183,ThinkPad X1,0.640990371,0.127071823
0.8666667,0.125,0.2,0.1953125,0.55,0.13313659,phothong,4184,Satellite Pro,0.602475928,0.248618785
0.8666667,0.1875,0.2,0.4,0.575,0.11691589,phothong,4185,Inspiron 5567,0.69738652,0.08839779
0.96111107,0.125,1,0.45,0.7,0.18019347,chuyennghiep,4186,Inspiron 5770,0.808803301,0.17679558
0.8666667,0.125,0.2,0.4,0.55,0.12215117,phothong,4187,Aspire A515-51G,0.808803301,0.303867403
0.96111107,0.0625,0.2,0.4,0.7,0.080177076,phothong,4188,IdeaPad 320-17ISK,0.419532325,0.127071823
0.96111107,0.125,0.2,0.8,0.7,0.13920315,phothong,4189,IdeaPad 320-17IKBR,0.808803301,0.325966851
0.96111107,0.09375,1,0.45,0.7,0.14084277,chuyennghiep,4190,IdeaPad 320-17IKB,0.69738652,0.209944751
0.8666667,0.0625,0.2,0.4,0.5625,0.07017544,phothong,4191,Inspiron 3567,0.419532325,0.149171271
0.8666667,0.125,0.8,0.1,0.625,0.13592392,chuyennghiep,4192,Legion Y520-15IKBN,0.799174691,0.674033149
0.8666667,0.09375,0.8,0.1,0.55,0.0949336,vanphong,4193,Ideapad 320-15IKBN,0.628610729,0.08839779
0.8666667,0.125,0.8,0.1,0.75,0.1559272,vanphong,4194,Aspire A517-51G,0.808803301,0.325966851
0.8666667,0.1875,0.2,0.4,0.5375,0.1080505,phothong,4195,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),0.69738652,0.08839779
0.8666667,0.125,0.8,0.1,0.4875,0.17986555,vanphong,4196,Thinkpad T570,0.69738652,0.259668508
0.8666667,0.125,0.8,0.1,0.425,0.1601902,vanphong,4197,VivoBook S15,0.628610729,0.209944751
0.8666667,0.25,1,0.5,0.625,0.19331038,chuyennghiep,4198,Legion Y520-15IKBN,0.83218707,0.331491713
0.8666667,0.125,0.2,0.4,0.55,0.10805214,phothong,4199,IdeaPad 320-15IKB,0.69738652,0.209944751
0.8666667,0.03125,0.8,0.00625,0.5475,0.0326283,vanphong,4200,Chromebook C910-C2ST,0.275103164,0.127071823
0.96111107,0.125,0.2,0.4,0.75,0.19462207,phothong,4201,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,0.83218707,0.674033149
0.96111107,0.125,0.2,0.4,0.635,0.080177076,phothong,4202,17-BS037cl (i3-6006U/8GB/1TB/W10),0.419532325,0.127071823
0.8666667,0.125,0.8,0.1,0.5,0.2998852,chuyennghiep,4203,XPS 15,0.83218707,0.674033149
0.8666667,0.125,0.8,0.1,0.5125,0.12116741,vanphong,4204,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),0.782668501,0.165745856
0.8666667,0.125,0.2,0.4,0.8,0.21298574,phothong,4205,Legion Y720-15IKB,0.83218707,0.82320442
0.8666667,0.125,0.8,0.1,0.625,0.16051812,vanphong,4206,Aspire A715-71G,0.83218707,0.331491713
0.96111107,0.25,0.8,0.1,0.855,0.4730054,chuyennghiep,4207,Precision 7720,0.883081155,0.624309392
0.8666667,0.09375,0.2,0.4,0.6,0.08181669,phothong,4208,IdeaPad 310-15ABR,0.387895461,0.149171271
0.8666667,0.25,0.8,0.2,0.4075,0.2406952,vanphong,4209,ZenBook UX530UQ-PRO,0.69738652,0.209944751
0.7777778,0.0625,0.8,0.05,0.325,0.08345631,vanphong,4210,VivoBook S14,0.50343879,0.08839779
0.96111107,0.25,1,0.5,0.725,0.3479259,chuyennghiep,4211,Rog GL702VS-GC095T,0.83218707,0.878453039
0.96111107,0.09375,0.2,0.4,0.7,0.10641088,phothong,4212,IdeaPad 320-17IKB,0.628610729,0.287292818
0.8666667,0.125,0.2,0.8,0.55,0.090014756,phothong,4213,IdeaPad 320-15IKBN,0.628610729,0.209944751
0.8666667,0.125,1,0.45,0.625,0.20741105,chuyennghiep,4214,GL553VE-FY082T (i7-7700HQ/8GB/1TB,0.83218707,0.331491713
0.8666667,0.0625,0.2,0.4,0.55,0.059024427,phothong,4215,IdeaPad 320-15IAP,0.405777166,0.060773481
0.7777778,0.0625,0.4,0.0125,0.36,0.0478767,phothong,4235,IdeaPad 120S-14IAP,0.290233838,0.055248619
0.8666667,0.09375,0.2,0.4,0.5575,0.090014756,phothong,4236,Aspire E5-575,0.628610729,0.08839779
0.8666667,0.125,0.8,0.1,0.425,0.17214298,vanphong,4237,VivoBook S15,0.69738652,0.209944751
0.6944444,0.125,0.8,0.1,0.315,0.21888834,vanphong,4238,Elitebook 820,0.69738652,0.08839779
0.8666667,0.5,0.8,0.4,0.515,0.4326939,chuyennghiep,4239,XPS 15,0.83218707,0.674033149
0.96111107,0.125,1,0.5,0.675,0.1965896,chuyennghiep,4240,GL72M 7REX,0.83218707,0.331491713
0.8666667,0.125,0.8,0.1,0.5,0.1546155,vanphong,4241,Satellite Pro,0.628610729,0.08839779
0.7777778,0.125,1,0.5,0.5,0.21872438,vanphong,4242,UX510UX-CN269T (i7-7500U/8GB/256GB,0.69738652,0.08839779
0.8666667,0.0625,0.2,0.4,0.4625,0.07361863,phothong,4243,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),0.419532325,0.127071823
0.8666667,0.125,0.8,0.1,0.625,0.16379735,chuyennghiep,4244,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,0.83218707,0.674033149
0.7777778,0.125,0.8,0.1,0.37,0.20790294,vanphong,4245,EliteBook 840,0.687757909,0.08839779
0.8666667,0.125,1,0.45,0.475,0.17199542,vanphong,4246,Inspiron 7570,0.782668501,0.209944751
0.8666667,0.125,0.8,0.1,0.46,0.18757173,vanphong,4247,Elitebook 850,0.628610729,0.08839779
0.8666667,0.0625,0.2,0.4,0.5,0.045087717,phothong,4248,X541NA (N3350/4GB/1TB/Linux),0.290233838,0.055248619
0.8666667,0.125,0.8,0.1,0.5,0.18736678,vanphong,4249,Inspiron 7570,0.782668501,0.209944751
0.8666667,0.0625,0.2,0.1953125,0.55,0.04507296,phothong,4250,Inspiron 3552,0.173314993,0.127071823
0.8666667,0.1875,0.2,0.8,0.55,0.14740121,phothong,4251,IdeaPad 320-15ABR,0.459422283,0.17679558
0.8666667,0.125,0.2,0.4,0.525,0.117396295,phothong,4252,ProBook 450,0.50343879,0.254143646
0.7722222,0.25,0.8,0.2,0.35,0.34415478,vanphong,4253,Yoga 920-13IKB,0.808803301,0.165745856
0.7388889,0.125,0.8,0.1,0.3,0.2588949,vanphong,4254,XPS 13,0.808803301,0.165745856
0.8666667,0.25,1,0.9,0.6,0.18511231,chuyennghiep,4255,Legion Y520-15IKBN,0.83218707,0.331491713
0.7777778,0.03125,0.4,0.0125,0.36,0.045745205,phothong,4256,Stream 14-AX001nv,0.173314993,0.044198895
0.8666667,0.25,1,0.3,0.47,0.2636432,vanphong,4257,Latitude 5590,0.851444292,0.165745856
0.64444447,0.0625,0.4,0.0125,0.375,0.061485488,phothong,4258,VivoBook Flip,0.290233838,0.055248619
0.8666667,0.125,0.2,0.4,0.475,0.10870635,phothong,4259,Inspiron 5570,0.782668501,0.17679558
0.8666667,0.25,0.8,0.2,0.515,0.33241844,chuyennghiep,4260,XPS 15,0.83218707,0.674033149
0.8666667,0.125,0.8,0.1,0.46,0.21380554,vanphong,4261,Elitebook 850,0.69738652,0.08839779
0.96111107,0.125,1,0.45,0.675,0.23102148,chuyennghiep,4262,GP72MVR 7RFX,0.83218707,0.82320442
0.8666667,0.125,0.8,0.1,0.65,0.28500903,chuyennghiep,4263,Zbook 15,0.83218707,0.624309392
0.8666667,0.25,0.8,0.2,0.6,0.2300377,vanphong,4264,Tecra A50-C-21G,0.602475928,0.248618785
0.8666667,0.125,1,0.85,0.505,0.15919003,chuyennghiep,4265,Inspiron 5570,0.808803301,0.17679558
0.8666667,0.0625,0.2,0.4,0.55,0.052793898,phothong,4266,IdeaPad 320-15IAP,0.290233838,0.055248619
0.8666667,0.125,0.2,0.4,0.6625,0.16379735,phothong,4267,Inspiron 7577,0.799174691,0.674033149
0.8666667,0.125,0.2,0.8,0.59,0.091387115,phothong,4268,Inspiron 3567,0.628610729,0.08839779
0.7777778,0.125,0.8,0.1,0.34,0.23397279,vanphong,4269,Latitude 7480,0.687757909,0.08839779
0.8666667,0.0625,0.2,0.1953125,0.465,0.071979016,phothong,4270,250 G6,0.419532325,0.127071823
0.7777778,0.125,0.8,0.1,0.5,0.15494344,vanphong,4271,Zenbook UX410UA-GV027T,0.628610729,0.08839779
0.96111107,0.09375,1,0.45,0.7,0.117888175,chuyennghiep,4272,IdeaPad 320-17IKB,0.628610729,0.209944751
0.8666667,0.125,0.2,0.4,0.465,0.10477127,phothong,4273,250 G6,0.628610729,0.08839779
0.8666667,0.125,0.8,0.1,0.55,0.08181669,vanphong,4274,IdeaPad 320-15ISK,0.419532325,0.198895028
0.8666667,0.125,0.2,0.8,0.51,0.06378095,phothong,4275,15-AY023na (N3710/8GB/2TB/W10),0.264099037,0.093922652
0.96111107,0.125,1,0.45,0.7,0.17789802,chuyennghiep,4276,Inspiron 5770,0.782668501,0.17679558
0.8666667,0.125,1,0.45,0.6,0.1326447,chuyennghiep,4277,Legion Y520-15IKBN,0.799174691,0.674033149
0.8666667,0.125,0.8,0.1,0.5825,0.14740121,vanphong,4278,Inspiron 5567,0.69738652,0.254143646
0.7777778,0.125,0.8,0.1,0.34,0.2869323,vanphong,4279,Elitebook 1040,0.69738652,0.08839779
0.8666667,0.1875,1,1,0.565,0.18019347,chuyennghiep,4280,ZenBook Flip,0.69738652,0.187845304
0.8666667,0.0625,0.8,0.05,0.525,0.06984752,vanphong,4281,Aspire 3,0.363136176,0.132596685
0.96111107,0.25,1,0.5,0.8125,0.3605509,chuyennghiep,4282,Rog Strix,0.946354883,0.596685083
0.96111107,0.0625,0.8,0.05,0.65,0.080177076,vanphong,4283,IdeaPad 110-17ACL,0.324621733,0.132596685
0.7388889,0.125,0.8,0.1,0.405,0.14248401,vanphong,4284,Inspiron 5379,0.808803301,0.165745856
0.8666667,0.0625,0.8,0.1,0.4775,0.08017544,vanphong,4285,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),0.363136176,0.132596685
0.64444447,0.0625,0.8,0.05,0.3975,0.0906706,vanphong,4286,Yoga 11e,0.365887208,0.055248619
0.8666667,0.0625,0.2,0.1953125,0.45,0.050664045,phothong,4287,Inspiron 3552,0.173314993,0.044198895
0.7777778,0.0625,0.4,0.0125,0.375,0.046892934,phothong,4288,VivoBook E403NA,0.290233838,0.055248619
0.8666667,0.125,0.2,0.4,0.6,0.13871126,phothong,4289,Aspire 7,0.83218707,0.674033149
0.96111107,0.125,1,0.45,0.8375,0.19527791,chuyennghiep,4290,Omen 17-w212nv,0.83218707,0.674033149
0.8666667,0.0625,0.8,0.05,0.4625,0.066158384,vanphong,4291,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,0.419532325,0.127071823
0.8666667,0.125,1,0.45,0.575,0.27135596,chuyennghiep,4292,ROG Strix,0.83218707,0.82320442
0.7777778,0.125,0.8,0.1,0.375,0.18019347,vanphong,4293,IdeaPad 720S-14IKB,0.628610729,0.209944751
0.7388889,0.25,0.8,0.2,0.275,0.28675193,vanphong,4294,Zenbook Flip,0.69738652,0.08839779
0.7777778,0.125,0.8,0.2,0.2825,0.3741597,vanphong,4295,Thinkpad X1,0.69738652,0.08839779
0.7388889,0.0625,0.8,0.05,0.375,0.090014756,vanphong,4296,Ideapad 510S-13IKB,0.50343879,0.08839779
0.8666667,0.125,0.2,0.1953125,0.5575,0.22446303,phothong,4297,Precision 3510,0.770288858,0.348066298
0.8666667,0.125,0.8,0.1,0.5,0.3500574,chuyennghiep,4298,Precision 5520,0.797799175,0.624309392
0.7777778,0.25,0.8,0.2,0.355,0.41137892,vanphong,4299,ThinkPad X1,0.69738652,0.08839779
0.96111107,0.125,0.2,0.4,0.75,0.1703558,phothong,4300,Rog GL753VD-GC042T,0.83218707,0.674033149
0.96111107,0.25,1,0.5,0.75,0.26086244,chuyennghiep,4301,Rog GL753VE-GC070T,0.83218707,0.331491713
0.8666667,0.1875,0.2,0.4,0.55,0.1137875,phothong,4302,Aspire 5,0.782668501,0.303867403
0.96111107,0.125,0.8,0.1,0.675,0.2211838,chuyennghiep,4303,Leopard GP72M,0.83218707,0.331491713
0.8666667,0.125,0.8,0.1,0.5825,0.12770455,vanphong,4304,Inspiron 5567,0.69738652,0.254143646
0.8666667,0.0625,0.8,0.1,0.4775,0.08181669,vanphong,4305,15-BW004nv (A9-9420/4GB/256GB/Radeon,0.363136176,0.160220994
0.8666667,0.125,0.8,0.1,0.525,0.20160027,chuyennghiep,4306,ThinkPad E580,0.808803301,0.535911602
0.7777778,0.125,0.8,0.1,0.475,0.1537957,vanphong,4307,ThinkPad L470,0.628610729,0.08839779
0.8666667,0.125,0.8,0.1,0.445,0.44466305,chuyennghiep,4308,Precision M5520,0.83218707,0.624309392
0.7777778,0.25,0.8,0.4,0.2825,0.43039843,vanphong,4309,Thinkpad X1,0.69738652,0.08839779
0.8666667,0.0625,0.2,0.4,0.55,0.050172158,phothong,4310,IdeaPad 320-15IAP,0.290233838,0.055248619
0.96111107,0.25,1,0.5,0.725,0.25069684,chuyennghiep,4311,FX753VD-GC461T (i7-7700HQ/16GB/1TB,0.83218707,0.674033149
0.8666667,0.125,1,0.5,0.525,0.18765372,chuyennghiep,4312,ThinkPad E580,0.782668501,0.535911602
0.8666667,0.125,0.8,0.1,0.625,0.14412199,chuyennghiep,4313,Aspire 7,0.83218707,0.674033149
0.96111107,0.25,1,0.5,0.7,0.36874896,chuyennghiep,4314,GE73VR 7RF,0.83218707,0.878453039
0.7777778,0.125,0.8,0.2,0.275,0.30709952,vanphong,4315,Zenbook 3,0.69738652,0.08839779
0.7388889,0.25,0.8,0.2,0.3,0.2864404,vanphong,4316,Portege Z30-C-16P,0.602475928,0.127071823
0.7777778,0.125,0.8,0.2,0.34,0.275455,vanphong,4317,Latitude 7480,0.71389271,0.127071823
0.8666667,0.0625,0.2,0.1953125,0.55,0.06706017,phothong,4318,IdeaPad 320-15ISK,0.419532325,0.127071823
0.64444447,0.03125,0.4,0.0125,0.2875,0.049918022,phothong,4319,Lenovo IdeaPad,0.290233838,0.055248619
0.8666667,0.125,0.8,0.2,0.6675,0.31562552,chuyennghiep,4320,ThinkPad P51,0.83218707,0.624309392
0.7777778,0.125,0.8,0.2,0.425,0.3185768,vanphong,4321,Thinkpad T470p,0.83218707,0.187845304
0.8666667,0.0625,0.2,0.4,0.525,0.07689785,phothong,4322,15-BS028nv (i3-6006U/4GB/1TB/Radeon,0.419532325,0.160220994
0.7388889,0.125,0.8,0.1,0.4,0.12936711,vanphong,4323,Aspire R7,0.602475928,0.127071823
0.7388889,0.125,0.8,0.1,0.3175,0.15215608,vanphong,4324,ZenBook Flip,0.628610729,0.08839779
0.8666667,0.0625,0.8,0.1,0.575,0.09819643,vanphong,4325,Inspiron 3567,0.628610729,0.149171271
0.7388889,0.0625,0.8,0.05,0.4125,0.11296934,vanphong,4326,Latitude 3380,0.419532325,0.127071823
0.7777778,0.125,0.8,0.1,0.3575,0.24594195,vanphong,4327,EliteBook 1040,0.602475928,0.127071823
0.8666667,0.125,0.2,0.4,0.535,0.088530906,phothong,4328,Inspiron 3567,0.628610729,0.08839779
0.7777778,0.125,0.8,0.1,0.4375,0.19927529,vanphong,4329,ThinkPad E480,0.808803301,0.535911602
0.8666667,0.25,0.8,0.2,0.5,0.3113625,chuyennghiep,4330,Yoga 720-15IKB,0.83218707,0.674033149
0.68333334,0.09375,0.4,0.025,0.35,0.07361863,phothong,4331,LapBook 12.3,0.365887208,0.055248619
0.8666667,0.125,0.8,0.1,0.5775,0.23397279,vanphong,4332,ProBook 650,0.883081155,0.259668508
0.8666667,0.125,0.2,0.4,0.575,0.0978849,phothong,4333,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,0.50343879,0.209944751
0.96111107,0.25,1,0.5,1.105,0.4589277,chuyennghiep,4334,Alienware 17,0.918844567,0.878453039
0.8666667,0.125,1,0.45,0.655,0.19003116,chuyennghiep,4335,Inspiron 7577,0.83218707,0.331491713
0.8666667,0.125,1,0.9,0.505,0.1873094,chuyennghiep,4336,Inspiron 5570,0.808803301,0.17679558
0.7777778,0.125,0.8,0.1,0.4,0.18019347,vanphong,4337,Latitude 5480,0.71389271,0.08839779
0.96111107,0.1875,1,0.5,0.8375,0.32775864,chuyennghiep,4338,Omen 17-w207nv,0.83218707,0.878453039
0.64444447,0.0625,0.8,0.0125,0.29,0.04902443,vanphong,4339,FlexBook Edge,0.290233838,0.055248619
0.64444447,0.0625,0.4,0.00625,0.2875,0.04410559,phothong,4340,Chromebook 3,0.173314993,0.044198895
0.7388889,0.125,0.8,0.1,0.35,0.16560091,vanphong,4341,Thinkpad 13,0.69738652,0.08839779
0.7777778,0.0625,0.8,0.05,0.425,0.09821282,vanphong,4342,IdeaPad 320s-14IKB,0.573590096,0.08839779
0.8666667,0.25,0.8,0.2,0.575,0.4008854,vanphong,4343,Thinkpad T570,0.71389271,0.209944751
0.8666667,0.25,0.8,0.2,0.625,0.40154123,chuyennghiep,4344,Thinkpad P51,0.883081155,0.635359116
0.96111107,0.125,1,0.5,0.8,0.2779144,chuyennghiep,4345,Rog Strix,0.962861073,0.596685083
0.8666667,0.0625,0.2,0.1953125,0.525,0.056894574,phothong,4346,15-ra044nv (N3060/4GB/500GB/W10),0.173314993,0.044198895
0.68333334,0.25,0.8,0.2,0.275,0.3605509,vanphong,4347,Pixelbook (Core,0.497936726,0.132596685
0.7777778,0.375,0.8,0.2,0.33,0.39055583,vanphong,4348,ThinkPad T470s,0.69738652,0.08839779
0.8666667,0.0625,0.8,0.1,0.5,0.09165437,vanphong,4349,VivoBook Max,0.628610729,0.08839779
0.96111107,0.125,0.2,0.4,0.7,0.08509592,phothong,4350,IdeaPad 320-15AST,0.298486933,0.077348066
0.8666667,0.0625,0.8,0.1,0.55,0.12280702,vanphong,4351,Inspiron 5570,0.782668501,0.17679558
0.6944444,0.125,0.8,0.1,0.34,0.2343007,vanphong,4352,ThinkPad X270,0.628610729,0.08839779
0.8666667,0.0625,0.8,0.05,0.55,0.057222497,vanphong,4353,IdeaPad 320-15IAP,0.405777166,0.060773481
0.8666667,0.125,1,0.45,0.55,0.18019347,chuyennghiep,4354,Omen 15-AX205na,0.83218707,0.674033149
0.7777778,0.125,0.8,0.1,0.41,0.19331038,vanphong,4355,Latitude 5480,0.844566713,0.254143646
0.8666667,0.0625,0.2,0.1953125,0.6,0.072438106,phothong,4356,Aspire ES1-572,0.628610729,0.08839779
0.8666667,0.125,1,0.425,0.5575,0.3267749,chuyennghiep,4357,Precision 3520,0.872077029,0.585635359
0.8666667,0.125,0.8,0.1,0.55,0.16850959,chuyennghiep,4358,GV62 7RD-1686NL,0.799174691,0.674033149
0.75,0.25,0.8,0.2,0.3125,0.42449582,vanphong,4359,Surface Laptop,0.751031637,0.226519337
0.8666667,0.125,0.8,0.05,0.4775,0.09657321,vanphong,4360,15-bs024nv (i5-7200U/8GB/128GB/W10),0.628610729,0.08839779
0.8666667,0.25,0.8,0.1,0.5425,0.32382357,chuyennghiep,4361,Precision 3520,0.797799175,0.585635359
0.8666667,0.125,0.8,0.2,0.5775,0.25151664,vanphong,4362,ProBook 650,0.883081155,0.08839779
0.7777778,0.125,0.8,0.1,0.4125,0.22052796,vanphong,4363,ThinkPad T470,0.628610729,0.08839779
0.8666667,0.125,1,0.45,0.59,0.16051812,vanphong,4364,Inspiron 5570,0.808803301,0.17679558
0.64444447,0.0625,0.2,0.1953125,0.3675,0.078537464,phothong,4365,Inspiron 3168,0.264099037,0.093922652
0.96111107,0.125,0.2,0.4,1.105,0.33546484,chuyennghiep,4366,Alienware 17,0.83218707,0.82320442
0.75,0.0625,0.8,0.05,0.313,0.16215773,vanphong,4367,Surface Laptop,0.489683631,0.132596685
0.75,0.125,0.8,0.1,0.3125,0.2949664,vanphong,4368,Surface Laptop,0.751031637,0.226519337
0.96111107,0.125,0.8,0.1,0.625,0.104918845,vanphong,4369,17-BS092ND (i3-6006U/8GB/256GB/W10),0.419532325,0.127071823
0.8666667,0.0625,0.2,0.4,0.5575,0.08919495,phothong,4370,Aspire E5-576G,0.419532325,0.209944751
0.64444447,0.0625,0.8,0.05,0.35,0.07132317,vanphong,4371,TravelMate B,0.173314993,0.044198895
0.8666667,0.125,0.2,0.4,0.5925,0.12280702,phothong,4372,Pro P2540UA-AB51,0.628610729,0.08839779
0.7777778,0.125,0.8,0.2,0.375,0.13100508,vanphong,4373,IdeaPad 510s-14IKB,0.69738652,0.209944751
0.8666667,0.125,0.8,0.1,0.6675,0.3426791,chuyennghiep,4374,Thinkpad P51,0.883081155,0.635359116
0.8666667,0.0625,0.2,0.1953125,0.5,0.049844235,phothong,4375,X541NA-PD1003Y (N4200/4GB/500GB/W10),0.405777166,0.055248619
0.8666667,0.0625,0.2,0.1953125,0.55,0.07689785,phothong,4376,Aspire 5,0.419532325,0.209944751
0.8666667,0.125,0.2,0.8,0.505,0.12444663,phothong,4377,Inspiron 5570,0.782668501,0.17679558
0.96111107,0.1875,0.2,0.4,0.945,0.27857026,phothong,4378,Omen 17-an006nv,0.83218707,0.82320442
0.7777778,0.1875,0.8,0.1,0.35,0.3046401,vanphong,4379,Thinkpad T460s,0.640990371,0.127071823
0.7388889,0.125,0.8,0.2,0.3225,0.32775864,vanphong,4380,Spectre x360,0.808803301,0.165745856
0.8666667,0.125,0.2,0.1953125,0.475,0.18921134,phothong,4381,ZBook 15u,0.628610729,0.270718232
0.68333334,0.125,0.8,0.05,0.275,0.20905067,vanphong,4382,Pixelbook (Core,0.522696011,0.132596685
0.7388889,0.125,0.8,0.1,0.355,0.30199212,vanphong,4383,Latitude 7390,0.782668501,0.165745856
0.8666667,0.1875,1,0.45,0.515,0.21298574,vanphong,4384,ZenBook Pro,0.774415406,0.171270718
0.7777778,0.125,0.8,0.05,0.4475,0.121331364,vanphong,4385,Latitude E5470,0.4869326,0.127071823
0.8666667,0.125,0.8,0.1,0.445,0.3948188,chuyennghiep,4386,Precision M5520,0.83218707,0.624309392
0.7777778,0.125,0.8,0.0703125,0.425,0.22364321,vanphong,4387,Thinkpad T470,0.628610729,0.08839779
0.8666667,0.125,0.2,0.4,0.55,0.11067388,phothong,4388,Inspiron 3576,0.782668501,0.160220994
