id,name,manhinh,cpu,ram,loaibonho,dungluongbonho,gpu,trongluong,gia,class
4142,Legion Y720-15IKB,15.6,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,1280,Nvidia GeForce GTX 1060,3.2,1499,ChuyenNghiep
4384,ZenBook Pro,15.6,Intel Core i7 6700HQ 2.6GHz,12,SSD+HDD,1152,Intel HD Graphics 530,2.06,1299,VanPhong
4143,Vostro 5468,14,Intel Core i5 7200U 2.5GHz,8,SSD,256,Intel HD Graphics 620,1.6,859,VanPhong
4385,Latitude E5470,14,Intel Core i3 6100U 2.3GHz,8,SSD,128,Intel HD Graphics 520,1.79,740,VanPhong
5232,lenovo thinkpad-pt,14,intel core i5 6260u 1.8ghz,4,hybrid,1000,intel hd graphics 520,2,700,VanPhong
4144,Aspire R7,13.3,Intel Core i5 6200U 2.3GHz,8,SSD,256,Intel HD Graphics 520,1.6,689,VanPhong
4386,Precision M5520,15.6,Intel Core i7 7700HQ 2.8GHz,8,SSD,256,Nvidia Quadro M1200,1.78,2408,ChuyenNghiep
5233,MacBook Pro ,15,intel core i7 7700hq 2.7ghz,12,ssd+hdd,1500,amd radeon pro 560,1.6,1280,VanPhong
4145,Inspiron 5567,15.6,Intel Core i7 7500U 2.7GHz,16,SSD,256,AMD Radeon R7 M445,2.36,899,VanPhong
4387,Thinkpad T470,14,Intel Core i5 7200U 2.5GHz,8,SSD,180,Intel HD Graphics 620,1.7,1364,VanPhong
5234,250 G6 -cn,17.0,intel xeon e3-1505m v6 3ghz,24,ssd+hdd,512,nvidia geforce gtx 950m,3.2,1000.0,vanphong
4146,Aspire A315-51,15.6,Intel Core i3 6006U 2GHz,4,HDD,1024,Intel HD Graphics 520,2.1,390,PhoThong
4388,Inspiron 3576,15.6,Intel Core i5 8250U 1.6GHz,8,HDD,1024,AMD Radeon 520,2.2,675,PhoThong
5235,macbook 12-vp,12,intel core i5 7200u 2.7ghz,4,ssd+hdd,128,intel hd graphics 5300,1.5,1000,ChuyenNghiep
4380,Spectre x360,13.3,Intel Core i7 8550U 1.8GHz,8,SSD,512,Intel UHD Graphics 620,1.29,1999,VanPhong
4136,Inspiron 5567,15.6,Intel Core i7 7500U 2.7GHz,16,HDD,1024,AMD Radeon R7 M445,2.3,859.01,PhoThong
4378,Omen 17-an006nv,17.3,Intel Core i7 7700HQ 2.8GHz,12,HDD,1024,Nvidia GeForce GTX 1060,3.78,1699,PhoThong
5225,lenovo thinkpad-cn,17,intel core i7 7820hq 2.9ghz,24,ssd+hdd,2000,nvidia quadro m3000m,3,3000,ChuyenNghiep
4137,Vivobook X541UV-DM1217T,15.6,Intel Core i5 7200U 2.5GHz,8,SSD,256,Nvidia GeForce 920MX ,2,769,VanPhong
4379,Thinkpad T460s,14,Intel Core i7 6600U 2.6GHz,12,SSD,256,Intel HD Graphics 520,1.4,1858,VanPhong
5226,dell latitude-tc,14,intel core i5 1.6ghz,12,ssd+hdd,750,intel hd graphics 5300,1.7,1000,VanPhong
4138,K756UX-T4340T (i5-7200U/8GB/500GB,17.3,Intel Core i5 7200U 2.5GHz,8,SSD+HDD,756,Nvidia GeForce GTX 950M,2.69,891,ChuyenNghiep
4139,ZBook 15u,15.6,Intel Core i7 7500U 2.7GHz,8,HDD,1024,AMD FirePro W4190M ,1.9,1269,PhoThong
5228,macbook air-tc,13,intel core i5 6300u 2.4ghz,8,ssd+hdd,256,intel iris plus graphics 650,1,1000,VanPhong
5229,lenovo thinkpad-tc,14,intel core i7 6500u 2.5ghz,8,ssd+hdd,750,intel iris plus graphics 640,1.7,900,VanPhong
4150,IdeaPad 320-15ISK,15.6,Intel Core i3 6006U 2GHz,8,SSD,128,Intel HD Graphics 520,2.2,589,VanPhong
4392,ProBook 430,13.3,Intel Core i5 8250U 1.6GHz,4,SSD,128,Intel UHD Graphics 620,1.49,726,VanPhong
4151,VivoBook Pro,17.3,Intel Core i7 8550U 1.8GHz,8,SSD+HDD,1152,Nvidia GeForce 150MX,2.1,1145,ChuyenNghiep
4393,Lapbook 15.6,15.6,Intel Atom x5-Z8350 1.44GHz,4,Flash Storage,64,Intel HD Graphics,1.89,248.9,PhoThong
5240,dell-vp,14,intel core i5 6300u 2.4ghz,6,hdd,1000,intel hd graphics 5300,3.3,400,PhoThong
4152,F756UX-T4201D (i7-7500U/8GB/128GB,17.3,Intel Core i7 7500U 2.7GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 950M,2.69,889,ChuyenNghiep
4394,ThinkPad E570,15.6,Intel Core i3 6006U 2.0GHz,4,SSD,128,Intel HD Graphics 520,2.3,565,VanPhong
5241,asusl-pt,14,intel core i5 6300u 2.4ghz,4,hybrid,1000,intel hd graphics 5300,2.4,456,ChuyenNghiep
4153,Inspiron 5577,15.6,Intel Core i5 7300HQ 2.5GHz,8,SSD,256,Nvidia GeForce GTX 1050,2.56,879,ChuyenNghiep
4395,ThinkPad E480,14,Intel Core i5 8250U 1.6GHz,8,SSD,256,Intel UHD Graphics 620,1.75,1049,VanPhong
5000,Inspiron 3552,15.6,Intel Pentium Quad Core N3700 1.6GHz,4,HDD,500,Intel HD Graphics,2.2,393.49,PhoThong
5242,asusl-pt,14,intel celeron quad core n3450 1.1ghz,4,hybrid,1000,intel hd graphics 400,2.4,456,PhoThong
4154,Yoga 910-13IKB,13.9,Intel Core i7 7500U 2.7GHz,8,SSD,256,Intel HD Graphics 620,1.38,1079,VanPhong
4396,Precision 3520,15.6,Intel Core i7 6820HQ 2.7GHz,16,SSD,512,Nvidia Quadro M620,2.17,2338,ChuyenNghiep
5001,250 G6,15.6,Intel Core i3 6006U 2GHz,4,HDD,1024,Intel HD Graphics 520,1.86,345.99,PhoThong
5243,asusl-pt,14,intel celeron dual core n3350 2ghz,4,hybrid,1000,intel hd graphics 405,2.4,456,PhoThong
4155,Inspiron 5570,15.6,Intel Core i7 8550U 1.8GHz,8,SSD+HDD,2176,AMD Radeon 530,2.2,985,ChuyenNghiep
4397,XPS 15,15.6,Intel Core i7 7700HQ 2.8GHz,16,SSD,512,Nvidia GeForce GTX 1050,2.06,1899,ChuyenNghiep
5002,Rog GL702VM-GC354T,17.3,Intel Core i7 7700HQ 2.8GHz,8,SSD+HDD,1280,Nvidia GeForce GTX 1060,2.7,1599,ChuyenNghiep
5244,asusl-pt,14,intel core i5 7200u 2.7ghz,6,hdd,500,intel hd graphics,1.9,300,PhoThong
4156,15-bs015dx (i5-7200U/8GB/1TB/W10),15.6,Intel Core i5 7200U 2.5GHz,8,HDD,1024,Intel HD Graphics 620,2.04,559,PhoThong
4398,Thinkpad X270,12.5,Intel Core i7 7500U 2.7GHz,16,SSD,512,Intel HD Graphics 620,1.36,1798,VanPhong
5003,Inspiron 5370,13.3,Intel Core i5 8250U 1.6GHz,4,SSD,256,AMD Radeon 530,1.4,818.35,VanPhong
5245,dell-cn,17.7,intel xeon e3-1505m v6 3ghz,32,ssd+hdd,1500,nvidia geforce gtx 1070,3.9,1200,VanPhong
4157,Rog G701VIK-BA060T,17.3,Intel Core i7 7820HK 2.9GHz,16,SSD,256,Nvidia GeForce GTX 1080,3.6,2999,ChuyenNghiep
4399,Zenbook UX390UA,12.5,Intel Core i7 7500U 2.7GHz,16,SSD,512,Intel HD Graphics 620,0.91,1950,VanPhong
5004,Elitebook 820,12.5,Intel Core i5 6200U 2.3GHz,4,SSD,128,Intel HD Graphics 520,2.4,1599,VanPhong
5246,lenovo-cn,17.7,intel core i5 6300hq 2.3ghz,32,ssd+hdd,1500,nvidia geforce gtx 960<u+039c>,2.1,1500,VanPhong
4390,Inspiron 7570,15.6,Intel Core i7 8550U 1.8GHz,8,SSD,512,Nvidia GeForce 940MX,2.16,1262,VanPhong
4391,Vostro 3568,15.6,Intel Core i3 7100U 2.4GHz,4,HDD,1024,Intel HD Graphics 620,2.18,586.6,PhoThong
4147,X555QG-DM242T (A10-9620P/4GB/1TB,15.6,AMD A10-Series A10-9620P 2.5GHz,4,SSD+HDD,1152,AMD Radeon R5 M430,2.2,575,VanPhong
4389,Portege X30-D-10J,13.3,Intel Core i5 7200U 2.5GHz,8,SSD,256,Intel HD Graphics 620,1.05,1672,VanPhong
4148,ROG G703VI-E5062T,17.3,Intel Core i7 7820HK 2.9GHz,32,SSD+HDD,1536,Nvidia GeForce GTX 1080,4.7,3890,ChuyenNghiep
5237,inspiron-cn,14,intel core i5 6300hq 2.3ghz,16,ssd+hdd,1200,nvidia geforce gtx 1050ti,2.3,500,VanPhong
4149,Nitro AN515-51,15.6,Intel Core i5 7300HQ 2.5GHz,8,SSD,256,Nvidia GeForce GTX 1050,2.5,846,ChuyenNghiep
5238,asus rog-cn,15.6,intel xeon e3-1505m v6 3ghz,32,ssd+hdd,2000,amd firepro w4190m,3.3,1000,VanPhong
5239,dell-vp,15.6,intel core i5 7200u 2.7ghz,8,hybrid,1000,intel iris plus graphics 650,3.3,500,ChuyenNghiep
4161,ROG G752VSK-GC493T,17.3,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,1280,Nvidia GeForce GTX 980M,4.3,1799,ChuyenNghiep
4162,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,15.6,AMD A9-Series 9420 3GHz,4,HDD,1024,AMD Radeon R5 M420,1.68,469,PhoThong
4163,Yoga 920-13IKB,13.9,Intel Core i7 8550U 1.8GHz,8,SSD,512,Intel UHD Graphics 620,1.37,1849,VanPhong
5010,Latitude E5270,12.5,Intel Core i3 6100U 2.3GHz,4,HDD,500,Intel HD Graphics 520,1.5,1135.15,PhoThong
4164,Aspire 5,17.3,Intel Core i3 7130U 2.7GHz,4,SSD,256,Nvidia GeForce MX130,3,702,VanPhong
5011,Latitude E5270,12.5,Intel Core i3 6100U 2.3GHz,4,SSD,128,Intel HD Graphics 520,1.5,1166.97,VanPhong
4165,Vostro 5370,13.3,Intel Core i5 8250U 1.6GHz,8,SSD,256,Intel UHD Graphics 620,1.41,949,VanPhong
5012,Chromebook 15,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4,SSD,16,Intel HD Graphics,2.2,209,VanPhong
4166,15-BW094nd (A6-9220/8GB/128GB/W10),15.6,AMD A6-Series A6-9220 2.5GHz,8,SSD,128,AMD Radeon R4 Graphics,1.91,445.9,VanPhong
5013,ZBook 17,17.3,Intel Core i7 6700HQ 2.6GHz,8,HDD,1024,AMD FirePro W6150M,3,2899,PhoThong
4167,Envy 17-U275cl,17.3,Intel Core i7 8550U 1.8GHz,16,HDD,1024,Nvidia GeForce MX150,2.9,1059,PhoThong
5014,Legion Y520-15IKBN,15.6,Intel Core i7 7700HQ 2.8GHz,16,SSD,512,Nvidia GeForce GTX 1050 Ti,2.4,1199,VanPhong
4168,GT73EVR 7RE,17.3,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,1536,Nvidia GeForce GTX 1070,4.14,2499,ChuyenNghiep
5015,Latitude E5270,12.5,Intel Core i5 6200U 2.3GHz,8,SSD,256,Intel HD Graphics 520,1.5,1413.1,VanPhong
4160,Inspiron 5579,15.6,Intel Core i7 8550U 1.8GHz,8,HDD,1024,Intel UHD Graphics 620,2.08,819,PhoThong
4158,ProBook 430,13.3,Intel Core i5 8250U 1.6GHz,4,HDD,500,Intel UHD Graphics 620,1.49,675,PhoThong
5005,Aspire F5-573G,15.6,Intel Core i5 7200U 2.5GHz,8,SSD+HDD,1280,Nvidia GeForce GTX 950M,2.4,799,ChuyenNghiep
5247,lenovo-cn,15,intel core i5 6300hq 2.3ghz,32,hybrid,1500,nvidia geforce gtx 960<u+039c>,2.1,1500,VanPhong
4159,MacBook Pro,13.3,Intel Core i5 3.1GHz,8,SSD,512,Intel Iris Plus Graphics 650,1.37,2040,VanPhong
5006,Inspiron 5567,15.6,Intel Core i5 7200U 2.5GHz,8,HDD,1024,AMD Radeon R7 M445,2.36,638.8,PhoThong
5248,lenovo-vp,15,intel core i5 6300u 2.4ghz,16,hdd,1500,intel hd graphics,2.8,1303,PhoThong
5007,GS70 Stealth,17.3,Intel Core i7 6700HQ 2.6GHz,8,SSD,256,Nvidia GeForce GTX 965M,2.6,1599,ChuyenNghiep
5249,dell-vp,12,intel celeron quad core n3450 1.1ghz,4,ssd,240,intel hd graphics 405,2.8,300,ChuyenNghiep
5008,250 G5,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,HDD,1024,Intel HD Graphics 405,1.96,500,PhoThong
5009,G752VY-GC162T (i7-6700HQ/16GB/1TB,17.3,Intel Core i7 6700HQ 2.6GHz,16,SSD+HDD,1152,Nvidia GeForce GTX 980M,4.3,2299,ChuyenNghiep
4172,ProBook 450,15.6,Intel Core i5 8250U 1.6GHz,4,HDD,500,Intel HD Graphics 620,2.1,722,PhoThong
4173,Vostro 3568,15.6,Intel Core i5 7200U 2.5GHz,4,HDD,1024,Intel HD Graphics 620,2.18,657,PhoThong
5020,EliteBook 1030,13.3,Intel Core M 6Y54 1.1GHz,8,SSD,256,Intel HD Graphics 515,1.16,1699,VanPhong
4174,Inspiron 3567,15.6,Intel Core i5 7200U 2.5GHz,8,HDD,1024,AMD Radeon R5 M430,2.24,565,PhoThong
5021,Vostro 3559,15.6,Intel Core i5 6200U 2.3GHz,4,HDD,500,AMD Radeon R5 M315,2.24,769.15,PhoThong
4175,Inspiron 5579,15.6,Intel Core i5 8250U 1.6GHz,8,SSD,256,Intel UHD Graphics 620,2.67,799,VanPhong
5022,V110-15ISK (i3-6006U/4GB/128GB/W10),15.6,Intel Core i3 6006U 2.0GHz,4,SSD,128,Intel HD Graphics 520,2.1,429,VanPhong
4176,ZenBook Flip,13.3,Intel Core i7 8550U 1.8GHz,8,SSD+HDD,1024,Intel UHD Graphics 620,1.1,1499,VanPhong
5023,Spectre Pro,13.3,Intel Core i7 6500U 2.5GHz,8,SSD,512,Intel HD Graphics 520,1.16,1969,VanPhong
4177,IdeaPad 320-15IKBN,15.6,Intel Core i5 7200U 2.5GHz,4,HDD,1024,Intel HD Graphics 620,2.2,467,PhoThong
5024,Yoga Book,10.1,Intel Atom x5-Z8550 1.44GHz,4,Flash Storage,64,Intel HD Graphics 400,0.69,549,PhoThong
4178,Probook 470,17.3,Intel Core i7 8550U 1.8GHz,8,HDD,1024,Nvidia GeForce 930MX ,2.5,1018,PhoThong
5025,XPS 13,13.3,Intel Core i7 7560U 2.4GHz,8,SSD,256,Intel Iris Plus Graphics 640,1.23,1379,VanPhong
4179,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),15.6,Intel Core i7 8550U 1.8GHz,8,SSD,256,Intel UHD Graphics 620,2.05,880,VanPhong
5026,IdeaPad Y900-17ISK,17.3,Intel Core i7 6820HK 2.7GHz,16,SSD+HDD,1280,Nvidia GeForce GTX 980M,4.6,2749.99,ChuyenNghiep
4170,Inspiron 5770,17.3,Intel Core i7 8550U 1.8GHz,8,SSD+HDD,1152,AMD Radeon 530,2.8,1142,ChuyenNghiep
4171,IdeaPad 320-15ISK,15.6,Intel Core i3 6006U 2GHz,4,SSD,256,Intel HD Graphics 520,2.2,444,VanPhong
4169,Yoga 720-15IKB,15.6,Intel Core i7 7700HQ 2.8GHz,8,SSD,512,Nvidia GeForce GTX 1050M,2,1699,ChuyenNghiep
5016,GE72 Apache,17.3,Intel Core i7 6700HQ 2.6GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 960M,2.9,1511.19,ChuyenNghiep
5017,Yoga 500-15ISK,15.6,Intel Core i5 6200U 2.3GHz,4,SSD,256,Intel HD Graphics 520,2.1,867,VanPhong
5018,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),15.6,AMD A6-Series 9220 2.5GHz,4,HDD,1024,AMD Radeon R4,2.1,398,PhoThong
5019,Rog GL552VW-CN470T,15.6,Intel Core i7 6700HQ 2.6GHz,16,SSD+HDD,1152,Nvidia GeForce GTX 960M,2.59,1339,ChuyenNghiep
4183,ThinkPad X1,14,Intel Core i7 6600U 2.6GHz,16,SSD,512,Intel HD Graphics 520,1.36,2499,VanPhong
5030,V131 (X5-Z8350/4GB/32GB/FHD/W10),13.3,Intel Atom X5-Z8350 1.44GHz,4,Flash Storage,32,Intel HD Graphics 400,1.35,196,PhoThong
4184,Satellite Pro,15.6,Intel Core i7 6500U 2.5GHz,8,HDD,500,Nvidia GeForce 930M,2.2,812,PhoThong
5031,Spectre Pro,13.3,Intel Core i5 6200U 2.3GHz,8,SSD,256,Intel HD Graphics 520,1.16,1690,VanPhong
4185,Inspiron 5567,15.6,Intel Core i7 7500U 2.7GHz,12,HDD,1024,Intel HD Graphics 620,2.3,713.07,PhoThong
5032,EliteBook 1040,14,Intel Core i5 6200U 2.3GHz,8,SSD,256,Intel HD Graphics 520,1.43,1513,VanPhong
4186,Inspiron 5770,17.3,Intel Core i7 8550U 1.8GHz,8,SSD+HDD,1152,AMD Radeon 530,2.8,1099,ChuyenNghiep
5033,Latitude E5570,15.6,Intel Core i5 6200U 2.3GHz,4,HDD,500,Intel HD Graphics 520,2.09,523.63,PhoThong
4187,Aspire A515-51G,15.6,Intel Core i7 8550U 1.8GHz,8,HDD,1024,Nvidia GeForce MX130,2.2,745,PhoThong
5034,VivoBook Max,15.6,Intel Core i3 7100U 2.4GHz,4,HDD,1024,Intel HD Graphics 620,2,435,PhoThong
4188,IdeaPad 320-17ISK,17.3,Intel Core i3 6006U 2GHz,4,HDD,1024,Intel HD Graphics 520,2.8,489,PhoThong
5035,ThinkPad Yoga,14,Intel Core i7 6500U 2.5GHz,8,SSD,256,Intel HD Graphics 520,1.8,1669,VanPhong
4189,IdeaPad 320-17IKBR,17.3,Intel Core i7 8550U 1.8GHz,8,HDD,2048,Nvidia GeForce MX150,2.8,849,PhoThong
5036,Yoga Book,10.1,Intel Atom x5-Z8550 1.44GHz,4,Flash Storage,64,Intel HD Graphics 400,0.69,479,PhoThong
5037,EliteBook 820,12.5,Intel Core i5 6300U 2.4GHz,8,SSD,256,Intel HD Graphics 520,1.26,1895,VanPhong
4180,MacBook Pro,13.3,Intel Core i5 2.9GHz,8,SSD,512,Intel Iris Graphics 550,1.37,1958.9,VanPhong
4181,Rog Strix,17.3,AMD Ryzen 1700 3GHz,16,SSD+HDD,1280,AMD Radeon RX 580,3.2,1549,ChuyenNghiep
4182,Inspiron 3576,15.6,Intel Core i7 8550U 1.8GHz,8,SSD,256,AMD Radeon 520,2.14,735.07,VanPhong
5027,Blade Stealth,12.5,Intel Core i7 6500U 2.5GHz,8,SSD,256,Intel HD Graphics 520,1.25,1029,VanPhong
5028,Portege X30-D-10K,13.3,Intel Core i7 7500U 2.7GHz,16,SSD,512,Intel HD Graphics 620,1.05,2226,VanPhong
5029,Rog GL752VW-T4308T,17.3,Intel Core i7 6700HQ 2.6GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 960M,3.52,1312.49,ChuyenNghiep
4194,Aspire A517-51G,15.6,Intel Core i7 8550U 1.8GHz,8,SSD,256,Nvidia GeForce MX150,3,951,VanPhong
5041,ThinkPad P40,14,Intel Core i7 6600U 2.6GHz,8,SSD,512,Nvidia Quadro M500M,1.8,2050.38,VanPhong
4195,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),15.6,Intel Core i7 7500U 2.7GHz,12,HDD,1024,Intel HD Graphics 620,2.15,659,PhoThong
5042,L403NA-GA013TS (N3350/4GB/32GB/W10),14,Intel Celeron Dual Core N3350 1.1GHz,4,Flash Storage,32,Intel HD Graphics 500,1.5,278,PhoThong
4196,Thinkpad T570,15.6,Intel Core i7 7500U 2.7GHz,8,SSD,256,Intel HD Graphics 630,1.95,1097,VanPhong
5043,250 G6,15.6,intel core i7 7500u 2.7ghz,8,ssd+hdd,256,intel hd graphics 620,1.84,752,VanPhong
4197,VivoBook S15,15.6,Intel Core i5 7200U 2.5GHz,8,SSD,256,Nvidia GeForce 940MX,1.7,977,VanPhong
5044,Aspire E5-576G,15.6,Intel Core i5 7200U 2.5GHz,4,HDD,1024,Nvidia GeForce 940MX,2.23,616,PhoThong
4198,Legion Y520-15IKBN,15.6,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,1280,Nvidia GeForce GTX 1050 Ti,2.5,1179,ChuyenNghiep
5045,IdeaPad 500-15ISK,15.6,Intel Core i7 6500U 2.5GHz,16,Hybrid,1024,AMD Radeon R7 M360,2.5,1099,VanPhong
4199,IdeaPad 320-15IKB,15.6,Intel Core i7 7500U 2.7GHz,8,HDD,1024,Nvidia GeForce 940MX,2.2,659.01,PhoThong
5046,ZBook 17,17.3,Intel Core i7 6700HQ 2.6GHz,8,SSD,256,Nvidia Quadro M3000M,3,3949.4,ChuyenNghiep
5047,Inspiron 5567,15.6,Intel Core i5 7200U 2.5GHz,8,HDD,1024,AMD Radeon R7 M445,2.5,784,PhoThong
5048,GT72S Dominator,17.3,Intel Core i7 6820HQ 2.7GHz,16,SSD+HDD,1280,Nvidia GeForce GTX 980M,3.78,2399,ChuyenNghiep
4190,IdeaPad 320-17IKB,17.3,Intel Core i7 7500U 2.7GHz,6,SSD+HDD,1152,Nvidia GeForce 940MX,2.8,859,ChuyenNghiep
4191,Inspiron 3567,15.6,Intel Core i3 6006U 2.0GHz,4,HDD,1024,AMD Radeon R5 M430,2.25,428,PhoThong
4192,Legion Y520-15IKBN,15.6,Intel Core i5 7300HQ 2.5GHz,8,SSD,256,Nvidia GeForce GTX 1050,2.5,829,ChuyenNghiep
4193,Ideapad 320-15IKBN,15.6,Intel Core i5 7200U 2.5GHz,6,SSD,256,Intel HD Graphics 620,2.2,579,VanPhong
5040,15-bs078cl (i7-7500U/8GB/2TB/W10),15.6,Intel Core i7 7500U 2.7GHz,8,HDD,2048,Intel HD Graphics 620,2.04,629,PhoThong
5038,Legion Y520-15IKBN,15.6,Intel Core i5 7300HQ 2.5GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 1060,2.4,989,ChuyenNghiep
5039,Omen -,17.3,Intel Core i5 6300HQ 2.3GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 1060,3.35,1129,ChuyenNghiep
5052,Spectre Pro,13.3,Intel Core i5 6300U 2.4GHz,8,SSD,256,Intel HD Graphics 520,1.48,1629,VanPhong
5053,ZBook 15,15.6,Intel Core i7 6700HQ 2.6GHz,8,SSD,256,Nvidia Quadro M1000M,2.59,2229,VanPhong
5054,Spectre Pro,13.3,Intel Core i7 6600U 2.6GHz,8,SSD,256,Intel HD Graphics 520,1.48,1799,VanPhong
5055,ZBook Studio,15.6,Intel Core i7 6700HQ 2.6GHz,8,SSD,256,Nvidia Quadro M1000M,2,1899,VanPhong
5056,EliteBook 820,12.5,Intel Core i7 6500U 2.50GHz,8,SSD,256,Intel HD Graphics 520,1.26,2296.95,VanPhong
5057,Vostro 5568,15.6,Intel Core i7 7500U 2.7GHz,8,SSD,256,Nvidia GeForce 940MX,2.18,1009.9,VanPhong
5058,EliteBook 850,15.6,Intel Core i5 6200U 2.3GHz,8,SSD,256,Intel HD Graphics 520,1.88,1579,VanPhong
5059,ThinkPad X1,14,Intel Core i7 6500U 2.5GHz,8,SSD,256,Intel HD Graphics 520,1.27,2339,VanPhong
5050,ThinkPad X1,14,Intel Core i7 6600U 2.6GHz,16,SSD,512,Intel HD Graphics 520,2.8,2440,VanPhong
5051,GP62M 7RDX,15.6,Intel Core i7 7700HQ 2.8GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 1050,2.4,1142.8,ChuyenNghiep
5049,EliteBook 850,15.6,Intel Core i7 6500U 2.5GHz,8,SSD,256,Intel HD Graphics 520,1.88,2171.72,VanPhong
5063,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,8,HDD,1024,Nvidia GeForce GTX 1050Ti,2.62,1199,PhoThong
5064,XPS 15,15.6,Intel Core i5 6300HQ 2.3GHz,8,SSD,256,Nvidia GeForce 960M,2.04,2250.68,VanPhong
5065,15-bw002nv (A6-9220/4GB/256GB/Radeon,15.6,AMD A6-Series A6-9220 2.5GHz,4,SSD,256,AMD Radeon 520,1.91,478.89,VanPhong
5066,GP72M 7REX,17.3,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,1280,Nvidia GeForce GTX 1050 Ti,2.7,1492.8,ChuyenNghiep
5067,ThinkPad T460s,14,Intel Core i7 6600U 2.6GHz,12,SSD,512,Intel HD Graphics 520,1.4,2299,VanPhong
5068,B51-80 (i5-6200U/8GB/1008GB/Radeon,15.6,Intel Core i5 6200U 2.3GHz,8,Hybrid,1024,AMD Radeon R5 M330,2.5,788.49,VanPhong
5069,Spectre Pro,13.3,Intel Core i7 6600U 2.6GHz,8,SSD,512,Intel HD Graphics 520,1.48,2041,VanPhong
5060,V110-15ISK (i3-6006U/4GB/1TB/No,15.6,Intel Core i3 6006U 2.0GHz,4,HDD,1024,Intel HD Graphics 520,1.9,339,PhoThong
5061,15-BA015wm (E2-7110/4GB/500GB/W10),15.6,AMD E-Series 7110 1.8GHz,4,HDD,500,AMD Radeon R2 Graphics,1.86,297,PhoThong
5062,B51-80 (i5-6200U/8GB/1TB/Radeon,15.6,Intel Core i5 6200U 2.3GHz,8,HDD,1024,AMD Radeon R5 M330,2.32,599,PhoThong
5074,250 G4,15.6,Intel Core i5 6200U 2.3GHz,4,HDD,500,Intel HD Graphics 520,2.1,476.99,PhoThong
5075,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 1050 Ti,2.62,1498,ChuyenNghiep
5076,ThinkPad T570,15.6,Intel Core i5 7200U 2.5GHz,8,SSD,256,Intel HD Graphics 620,1.95,1390,VanPhong
5077,320-15ISK (i3-6006U/4GB/1TB/GeForce,15.6,Intel Core i3 6006U 2GHz,4,HDD,1024,Nvidia GeForce 920MX ,2.2,468,PhoThong
5078,Stream 14-AX000nv,14,Intel Celeron Dual Core N3060 1.6GHz,2,Flash Storage,32,Intel HD Graphics 400,1.44,249,PhoThong
5079,PL60 7RD,15.6,Intel Core i7 7500U 2.7GHz,8,HDD,1024,Nvidia GeForce GTX 1050,2.2,839,PhoThong
5070,ThinkPad T460,14,Intel Core i7 6600U 2.6GHz,8,SSD,256,Intel HD Graphics 520,1.7,1499,VanPhong
5071,GS40 Phantom,14,Intel Core i7 6700HQ 2.6GHz,16,SSD+HDD,1280,Nvidia GeForce GTX 970M,1.7,1769,ChuyenNghiep
5072,Pavilion 15-cb003nv,15.6,Intel Core i7 7700HQ 2.8GHz,8,HDD,1024,Nvidia GeForce GTX 1050,2.62,899,PhoThong
5073,IdeaPad 310-15ISK,15.6,Intel Core i3 6006U 2.0GHz,8,HDD,1024,Intel HD Graphics 520,2.2,459,PhoThong
5085,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),14,Intel Core i3 7100U 2.4GHz,4,SSD,256,Intel HD Graphics 620,2,769,VanPhong
5086,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),15.6,Intel Core i7 6500U 2.5GHz,4,Hybrid,1024,Intel HD Graphics 520,2.32,825,VanPhong
5087,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,16,SSD,512,Nvidia GeForce GTX 960,3.31,1305,ChuyenNghiep
5088,GS60 Ghost,15.6,Intel Core i7 6700HQ 2.6GHz,16,SSD+HDD,1152,Nvidia GeForce GTX 970M,1.91,2153.37,ChuyenNghiep
5089,ProBook 450,15.6,Intel Core i3 6100U 2.3GHz,4,HDD,500,Intel HD Graphics 520,2.07,650,PhoThong
5080,250 G5,15.6,Intel Core i7 6500U 2.5GHz,8,SSD,256,Intel HD Graphics 520,1.96,679,VanPhong
5081,ProBook 450,15.6,Intel Core i7 8550U 1.8GHz,16,SSD,512,Intel UHD Graphics 620,2.1,1159,VanPhong
