id,name,manhinh,cpu,ram,loaibonho,dungluongbonho,gpu,trongluong,gia,class
5082,X553SA-XX021T (N3050/4GB/500GB/W10),15.6,Intel Celeron Dual Core N3050 1.6GHz,4,HDD,500,Intel HD Graphics,2.2,369,PhoThong
5083,V110-15ISK (i5-6200U/4GB/500GB/No,15.6,Intel Core i5 6200U 2.3GHz,4,HDD,500,Intel HD Graphics 520,2.1,398,PhoThong
5084,IdeaPad 510-15IKB,15.6,Intel Core i7 7500U 2.7GHz,8,HDD,1024,Nvidia GeForce 940MX,2.2,709,PhoThong
5096,Inspiron 5578,15.6,Intel Core i7 7500U 2.7GHz,16,SSD,512,Intel HD Graphics 620,2.09,1179,VanPhong
5097,Aspire E5-576G,15.6,Intel Core i5 7200U 2.5GHz,4,SSD,256,Nvidia GeForce 940MX,2.23,691,VanPhong
5098,XPS 13,13.3,Intel Core i5 6300U 2.4GHz,8,SSD,256,Intel HD Graphics 520,1.23,1099,VanPhong
5099,Predator G9-793,17.3,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,1280,Nvidia GeForce GTX 1070,4.2,2599,ChuyenNghiep
5090,ThinkPad X1,14,Intel Core i5 6200U 2.3GHz,8,SSD,256,Intel HD Graphics 520,1.36,1637,VanPhong
5091,IdeaPad 310-15IKB,15.6,Intel Core i7 7500U 2.7GHz,6,SSD,256,Nvidia GeForce 920M,1.54,831,VanPhong
5092,Vostro 5568,15.6,Intel Core i7 7500U 2.7GHz,8,SSD,256,Nvidia GeForce GT 940MX,1.98,895.01,VanPhong
5093,Aspire 3,15.6,Intel Celeron Dual Core N3350 2GHz,4,HDD,500,Intel HD Graphics 500,2.1,333,PhoThong
5094,Pavilion 15-BC000nv,15.6,Intel Core i7 6700HQ 2.6GHz,6,HDD,1024,Nvidia GeForce GTX 960M,2.18,799,PhoThong
5095,Rog GL552VW-DM201T,15.6,Intel Core i7 6700HQ 2.6GHz,8,SSD+HDD,1280,Nvidia GeForce GTX 960M,2.591,909,ChuyenNghiep
3913,MacBook Pro,15.4,Intel Core i7 2.7GHz,16,SSD,512,AMD Radeon Pro 455,1.83,2537.45,ChuyenNghiep
3914,MacBook Pro,13.3,Intel Core i5 3.1GHz,8,SSD,256,Intel Iris Plus Graphics 650,1.37,1803.6,VanPhong
3915,Aspire 3,15.6,AMD A9-Series 9420 3GHz,4,HDD,500,AMD Radeon R5,2.1,400,PhoThong
3916,MacBook Pro,15.4,Intel Core i7 2.2GHz,16,Flash Storage,256,Intel Iris Pro Graphics,2.04,2139.97,VanPhong
3917,Macbook Air,13.3,Intel Core i5 1.8GHz,8,Flash Storage,256,Intel HD Graphics 6000,1.34,1158.7,PhoThong
3918,ZenBook UX430UN,14,intel core i7 8550u 1.8ghz,16,ssd+hdd,512,nvidia geforce mx150,1.3,1495,VanPhong
3919,Swift 3,14,Intel Core i5 8250U 1.6GHz,8,SSD,256,Intel UHD Graphics 620,1.6,770,VanPhong
3910,MacBook Pro,13.3,Intel Core i5 2.3GHz,8,SSD,128,Intel Iris Plus Graphics 640,1.37,1339.69,VanPhong
3911,Macbook Air,13.3,Intel Core i5 1.8GHz,8,Flash Storage,128,Intel HD Graphics 6000,1.34,898.94,PhoThong
3912,250 G6,15.6,Intel Core i5 7200U 2.5GHz,8,SSD,256,Intel HD Graphics 620,1.86,575,VanPhong
3924,MacBook 12,12,Intel Core M m3 1.2GHz,8,SSD,256,Intel HD Graphics 615,0.92,1262.4,VanPhong
3925,MacBook Pro,13.3,Intel Core i5 2.3GHz,8,SSD,256,Intel Iris Plus Graphics 640,1.37,1518.55,VanPhong
3926,Inspiron 3567,15.6,Intel Core i7 7500U 2.7GHz,8,SSD,256,AMD Radeon R5 M430,2.2,745,VanPhong
3927,MacBook Pro,15.4,Intel Core i7 2.9GHz,16,SSD,512,AMD Radeon Pro 560,1.83,2858,ChuyenNghiep
3928,IdeaPad 320-15IKB,15.6,Intel Core i3 7100U 2.4GHz,8,HDD,1024,Nvidia GeForce 940MX,2.2,499,PhoThong
3929,XPS 13,13.3,Intel Core i5 8250U 1.6GHz,8,SSD,128,Intel UHD Graphics 620,1.22,979,VanPhong
3920,250 G6 x,15.6,intel core i5 7200u 2.5ghz,4,ssd+hdd,500,intel hd graphics 620,1.86,393.9,VanPhong
3921,250 G6,15.6,intel core i3 6006u 2ghz,4,ssd+hdd,500,intel hd graphics 520,1.86,344.99,VanPhong
3922,MacBook Pro,15.4,Intel Core i7 2.8GHz,16,SSD,256,AMD Radeon Pro 555,1.83,2439.97,VanPhong
3923,Inspiron 3567,15.6,Intel Core i3 6006U 2GHz,4,SSD,256,AMD Radeon R5 M430,2.2,498.9,VanPhong
3935,Inspiron 3567,15.6,Intel Core i3 6006U 2GHz,4,HDD,1024,Intel HD Graphics 520,2.3,418.64,PhoThong
3936,MacBook Air,13.3,Intel Core i5 1.6GHz,8,Flash Storage,128,Intel HD Graphics 6000,1.35,1099,PhoThong
3937,Inspiron 5570,15.6,Intel Core i5 8250U 1.6GHz,8,SSD,256,AMD Radeon 530,2.2,800,VanPhong
3938,Latitude 5590,15.6,Intel Core i7 8650U 1.9GHz,8,SSD+HDD,512,Intel UHD Graphics 620,1.88,1298,VanPhong
3939,ProBook 470,17.3,Intel Core i5 8250U 1.6GHz,8,HDD,1024,Nvidia GeForce 930MX,2.5,896,PhoThong
3930,Vivobook E200HA,11.6,Intel Atom x5-Z8350 1.44GHz,2,Flash Storage,32,Intel HD Graphics 400,0.98,191.9,PhoThong
3931,Legion Y520-15IKBN,15.6,Intel Core i5 7300HQ 2.5GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 1050,2.5,999,ChuyenNghiep
3932,255 G6,15.6,AMD E-Series E2-9000e 1.5GHz,4,HDD,500,AMD Radeon R2,1.86,258,PhoThong
3933,Inspiron 5379,13.3,Intel Core i5 8250U 1.6GHz,8,SSD,256,Intel UHD Graphics 620,1.62,819,VanPhong
3934,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),15.6,Intel Core i7 8550U 1.8GHz,8,SSD,256,Intel HD Graphics 620,1.91,659,VanPhong
3946,Aspire 3,15.6,Intel Core i3 7130U 2.7GHz,4,HDD,1024,Intel HD Graphics 620,2.1,367,PhoThong
3947,Inspiron 5770,17.3,Intel Core i5 8250U 1.6GHz,8,SSD+HDD,1152,AMD Radeon 530,2.8,979,ChuyenNghiep
3948,250 G6,15.6,Intel Core i5 7200U 2.5GHz,4,HDD,1024,Intel HD Graphics 620,1.86,488.69,PhoThong
3949,ProBook 450,15.6,Intel Core i5 8250U 1.6GHz,8,SSD,256,Nvidia GeForce 930MX ,2.1,879,VanPhong
3940,LapBook 15.6,15.6,Intel Atom x5-Z8300 1.44GHz,4,Flash Storage,64,Intel HD Graphics,1.89,244.99,PhoThong
3941,E402WA-GA010T (E2-6110/2GB/32GB/W10),14,AMD E-Series E2-6110 1.5GHz,2,Flash Storage,32,AMD Radeon R2,1.65,199,PhoThong
3942,17-ak001nv (A6-9220/4GB/500GB/Radeon,17.3,AMD A6-Series 9220 2.5GHz,4,HDD,500,AMD Radeon 530,2.71,439,PhoThong
3943,XPS 13,13.3,Intel Core i7 8550U 1.8GHz,16,SSD,512,Intel UHD Graphics 620,1.2,1869,VanPhong
3944,MacBook Air,13.3,Intel Core i5 1.6GHz,8,Flash Storage,256,Intel HD Graphics 6000,1.35,998,PhoThong
3945,IdeaPad 120S-14IAP,14,Intel Celeron Dual Core N3350 1.1GHz,4,Flash Storage,64,Intel HD Graphics 500,1.44,249,PhoThong
3957,Rog Strix,17.3,AMD Ryzen 1700 3GHz,8,SSD+HDD,1280,AMD Radeon RX 580,3.2,1299,ChuyenNghiep
4804,GS73VR Stealth,17.3,Intel Core i7 6700HQ 2.6GHz,16,SSD+HDD,2560,Nvidia GeForce GTX 1060,2.43,2649,ChuyenNghiep
3958,Inspiron 3567,15.6,Intel Core i5 7200U 2.5GHz,4,SSD,256,AMD Radeon R5 M430,2.3,639,VanPhong
4805,Portege X30-D-10V,13.3,Intel Core i5 7200U 2.5GHz,8,SSD,256,Intel HD Graphics 620,1.05,1475,VanPhong
3959,X751NV-TY001T (N4200/4GB/1TB/GeForce,17.3,Intel Pentium Quad Core N4200 1.1GHz,4,HDD,1024,Nvidia GeForce 920MX,2.8,466,PhoThong
4806,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,8,HDD,1024,Nvidia GeForce GTX 1050Ti,2.62,929,PhoThong
4807,ProBook 450,15.6,Intel Core i7 7500U 2.7GHz,8,HDD,1024,Nvidia GeForce 930MX,2.04,900,PhoThong
4808,Vostro 3568,15.6,Intel Core i3 6006U 2.0GHz,4,HDD,1024,AMD Radeon R5 M420X,2.18,614,PhoThong
4809,Latitude 5580,15.6,Intel Core i5 7300U 2.6GHz,8,HDD,500,Intel HD Graphics 620,1.9,935,PhoThong
3950,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),15.6,Intel Core i3 6006U 2GHz,4,HDD,1024,Intel HD Graphics 620,2,389,PhoThong
3951,Inspiron 7577,15.6,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,1280,Nvidia GeForce GTX 1060,2.65,1499,ChuyenNghiep
3952,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,15.6,Intel Core i5 7200U 2.5GHz,8,HDD,1024,Nvidia GeForce 940MX,2.3,522.99,PhoThong
3953,Aspire A515-51G,15.6,Intel Core i5 8250U 1.6GHz,4,SSD,256,Intel UHD Graphics 620,2.2,682,VanPhong
4800,Probook 640,14,Intel Core i5 7200U 2.5GHz,4,SSD,128,Intel HD Graphics 620,1.95,1265,VanPhong
3954,Inspiron 7773,17.3,Intel Core i5 8250U 1.6GHz,12,HDD,1024,Nvidia GeForce 150MX,2.77,999,PhoThong
4801,Envy x360,13.3,Intel Core i7 7500U 2.7GHz,16,SSD,256,Intel HD Graphics 620,1.42,1399,VanPhong
3955,MacBook Pro,13.3,Intel Core i5 2.0GHz,8,SSD,256,Intel Iris Graphics 540,1.37,1419,VanPhong
4802,Notebook 9,15,Intel Core i7 7500U 2.7GHz,8,SSD,256,Intel HD Graphics 620,1.17,1699,VanPhong
3956,IdeaPad 320-15ISK,15.6,Intel Core i3 6006U 2GHz,4,SSD,128,Intel HD Graphics 520,2.2,369,VanPhong
4803,ThinkPad T470s,14,Intel Core i5 7200U 2.5GHz,8,SSD,256,Intel HD Graphics 620,1.32,1799,VanPhong
3970,Inspiron 5770,17.3,Intel Core i7 8550U 1.8GHz,16,SSD+HDD,2304,AMD Radeon 530,2.8,1299,ChuyenNghiep
3968,GS73VR 7RG,17.3,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,2304,Nvidia GeForce GTX 1070,2.43,2449,ChuyenNghiep
4815,Gram 15Z970,15.6,Intel Core i7 7500U 2.7GHz,16,SSD,512,Intel HD Graphics 620,1.08,2099,VanPhong
3969,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),15.6,Intel Core i3 6006U 2GHz,4,SSD,256,Intel HD Graphics 520,2,415,VanPhong
4816,Elitebook 820,12.5,Intel Core i7 7500U 2.7GHz,8,SSD,512,Intel HD Graphics 620,1.26,1483,VanPhong
4817,Chromebook CB5-571-C1DZ,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4,Flash Storage,16,Intel HD Graphics,2.2,359,PhoThong
4818,IdeaPad Y700-15ISK,15.6,Intel Core i5 6300HQ 2.3GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 960M,2.6,789,ChuyenNghiep
4819,Gram 14Z970,14,Intel Core i7 7500U 2.7GHz,8,SSD,512,Intel HD Graphics 620,0.98,1899,VanPhong
3960,Yoga Book,10.1,Intel Atom x5-Z8550 1.44GHz,4,Flash Storage,64,Intel HD Graphics 400,0.69,319,PhoThong
3961,Aspire A515-51G,15.6,Intel Core i7 8550U 1.8GHz,8,SSD,256,Nvidia GeForce MX150,2.2,841,VanPhong
3962,255 G6,15.6,AMD A6-Series 9220 2.5GHz,4,SSD,256,AMD Radeon R4 Graphics,1.86,398.49,VanPhong
3963,ProBook 430,13.3,Intel Core i7 8550U 1.8GHz,8,SSD,512,Intel UHD Graphics 620,1.49,1103,VanPhong
4810,XPS 13,13.3,Intel Core i7 7Y75 1.3GHz,8,SSD,512,Intel HD Graphics 615,1.24,2013.1,VanPhong
3964,Aspire 3,15.6,Intel Core i3 7100U 2.4GHz,4,HDD,1024,Intel HD Graphics 620,2.4,384,PhoThong
4811,G701VO-IH74K (i7-6820HK/32GB/2x,17.3,Intel Core i7 6820HK 2.7GHz,32,SSD+HDD,512,Nvidia GeForce GTX 980M,3.58,1279,ChuyenNghiep
3965,Inspiron 3576,15.6,intel core i7 8550u 1.8ghz,8,ssd+hdd,256,amd radeon 520,2.13,767.8,VanPhong
4812,XPS 13,13.3,Intel Core i7 7Y75 1.3GHz,16,SSD,256,Intel HD Graphics 615,1.22,1649,VanPhong
3966,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),15.6,Intel Core i3 6006U 2GHz,4,SSD,128,Intel HD Graphics 520,1.91,439,VanPhong
4813,ThinkPad X1,14,Intel Core i7 7500U 2.7GHz,8,Flash Storage,256,Intel HD Graphics 620,1.13,2049,PhoThong
3967,VivoBook Max,15.6,Intel Core i5 7200U 2.5GHz,4,SSD,256,Intel HD Graphics 620,2,586.19,VanPhong
4814,ThinkPad T570,15.6,Intel Core i5 7200U 2.5GHz,8,SSD,512,Intel HD Graphics 620,1.95,1962.99,VanPhong
3980,Surface Laptop,13.5,Intel Core i5 7200U 2.5GHz,4,SSD,128,Intel HD Graphics 620,1.252,1089,VanPhong
3981,Inspiron 5370,13.3,Intel Core i7 8550U 1.8GHz,8,SSD,256,AMD Radeon 530,1.4,955,VanPhong
3979,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,17.3,Intel Core i7 7700HQ 2.8GHz,12,HDD,1024,Nvidia GeForce GTX 1050 Ti,3,949,PhoThong
4826,Probook 430,13.3,Intel Core i5 7200U 2.5GHz,8,SSD,256,Intel HD Graphics 620,1.49,960,VanPhong
4827,GE72VR 6RF,17.3,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,1280,Nvidia GeForce GTX 1050 Ti,2.7,1599,ChuyenNghiep
4828,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,1152,Nvidia GeForce GTX 1050 Ti,2.6,1349,ChuyenNghiep
4829,GL62M 7RD,15.6,Intel Core i5 7300HQ 2.5GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 1050,2.2,1119.91,ChuyenNghiep
3971,Vostro 5471,14,intel core i5 8250u 1.6ghz,8,ssd+hdd,256,intel uhd graphics 620,1.7,879,VanPhong
3972,IdeaPad 520S-14IKB,14,Intel Core i3 7130U 2.7GHz,8,SSD,256,Intel HD Graphics 620,1.7,599,VanPhong
3973,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),14,Intel Core i5 8250U 1.6GHz,8,SSD,256,Intel UHD Graphics 620,1.4,941,VanPhong
4820,Latitude 5480,14,Intel Core i5 7440HQ 2.8GHz,8,SSD,256,Intel HD Graphics 620,1.6,1205,VanPhong
3974,250 G6 x,15.6,intel core i5 7200u 2.5ghz,8,ssd+hdd,256,intel hd graphics 620,1.86,690,VanPhong
4821,Elitebook Folio,12.5,Intel Core M 6Y75 1.2GHz,8,SSD,240,Intel HD Graphics 515,1.09,3100,VanPhong
3975,ZenBook Pro,15.6,Intel Core i7 7700HQ 2.8GHz,16,SSD,512,Nvidia GeForce GTX 1050 Ti,1.8,1983,VanPhong
4822,IdeaPad 510-15IKB,15.6,Intel Core i7 7500U 2.7GHz,6,SSD,256,Nvidia GeForce 940MX,2.2,789,VanPhong
3976,250 G6,15.6,Intel Core i3 6006U 2GHz,4,HDD,500,AMD Radeon 520,1.86,438.69,PhoThong
4823,ProBook 450,15.6,Intel Core i7 7500U 2.7GHz,8,SSD,256,Nvidia GeForce 930MX,2.04,1018.99,VanPhong
3977,Stream 14-AX040wm,14,Intel Celeron Dual Core N3060 1.6GHz,4,SSD,32,Intel HD Graphics 400,1.44,229,VanPhong
4824,Aspire E5-575,15.6,Intel Core i3 7100U 2.4GHz,4,HDD,1024,Intel HD Graphics 620,2.4,499,PhoThong
3978,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),15.6,Intel Core i5 7200U 2.5GHz,4,HDD,1024,Intel HD Graphics 620,1.9,549,PhoThong
4825,ThinkPad 13,13.3,Intel Core i5 7200U 2.5GHz,4,SSD,128,Intel HD Graphics 620,1.44,881,VanPhong
3990,Latitude 5590,15.6,Intel Core i5 8250U 1.6GHz,8,SSD,256,Intel UHD Graphics 620,1.88,1096.16,VanPhong
3991,MacBook 12,12,Intel Core i5 1.3GHz,8,SSD,512,Intel HD Graphics 615,0.92,1510,VanPhong
3992,ProBook 440,14,Intel Core i5 8250U 1.6GHz,8,SSD,256,Intel HD Graphics 620,1.63,860,VanPhong
4837,Probook 650,15.6,Intel Core i5 6200U 2.3GHz,8,SSD,256,Intel HD Graphics 520,2.31,1165,VanPhong
4838,Vostro 3568,15.6,Intel Core i5 7200U 2.5GHz,4,HDD,1024,Intel HD Graphics 620,2.18,708.06,PhoThong
4839,ProBook 640,14,Intel Core i5 6200U 2.3GHz,4,HDD,500,Intel HD Graphics 520,1.95,1149,PhoThong
3982,Inspiron 5570,15.6,Intel Core i7 8550U 1.8GHz,8,SSD,256,AMD Radeon 530,2.2,870,VanPhong
3983,GL72M 7RDX,17.3,Intel Core i5 7300HQ 2.5GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 1050,2.7,1095,ChuyenNghiep
4830,Vostro 3568,15.6,Intel Core i5 7200U 2.5GHz,4,HDD,1024,AMD Radeon R5 M420,2.18,684.99,PhoThong
3984,Aspire E5-475,14,Intel Core i3 6006U 2GHz,8,HDD,1024,Intel HD Graphics 520,2.1,389,PhoThong
4831,EliteBook 850,15.6,Intel Core i7 6500U 2.5GHz,8,SSD,256,AMD Radeon R7 M365X,1.84,1296.99,VanPhong
3985,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,15.6,Intel Core i7 7700HQ 2.8GHz,8,HDD,1024,Nvidia GeForce GTX 1050,2.2,949,PhoThong
4832,Envy 13-AB077cl,13.3,Intel Core i7 7500U 2.7GHz,8,SSD,256,Intel HD Graphics 620,1.39,1149,VanPhong
3986,IdeaPad 320-15IKBN,15.6,Intel Core i5 7200U 2.5GHz,8,HDD,2048,Intel HD Graphics 620,2.2,519,PhoThong
4833,Tecra Z50-C-140,15.6,Intel Core i7 6600U 2.6GHz,16,SSD,256,Nvidia GeForce 930M,2.4,1975,VanPhong
3987,Inspiron 5570,15.6,Intel Core i7 8550U 1.8GHz,8,SSD+HDD,1152,Intel UHD Graphics 620,2.02,855,VanPhong
4834,ThinkPad Yoga,13.3,Intel Core i5 7200U 2.5GHz,8,SSD,512,Intel HD Graphics 620,1.37,1825,VanPhong
3988,Aspire A515-51G-32MX,15.6,Intel Core i3 7130U 2.7GHz,4,HDD,1024,Nvidia GeForce MX130,2.2,530,PhoThong
4835,Latitude 3580,15.6,Intel Core i5 6200U 2.3GHz,4,HDD,500,Intel HD Graphics 520,1.95,729.9,PhoThong
3989,ProBook 470,17.3,Intel Core i5 8250U 1.6GHz,8,SSD+HDD,1152,Nvidia GeForce 930MX,2.5,977,ChuyenNghiep
4836,Thinkpad X270,12.5,Intel Core i7 7500U 2.7GHz,8,SSD,256,Intel HD Graphics 620,1.36,1650,VanPhong
4850,Omen 17-W006na,17.3,Intel Core i5 6300HQ 2.3GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 965M,2.75,1399,ChuyenNghiep
4606,Yoga 910-13IKB,14,Intel Core i7 7500U 2.7GHz,16,SSD,512,Intel HD Graphics 620,1.38,1749,VanPhong
4848,Latitude 7480,14,Intel Core i5 7200U 2.5GHz,8,SSD,256,Intel HD Graphics 620,1.36,1639,VanPhong
4607,Chromebook Flip,12.5,Intel Core M M3-6Y30 0.9GHz,4,Flash Storage,64,Intel HD Graphics 515,1.2,669,PhoThong
4849,Alienware 17,17.3,Intel Core i7 6820HK 2.7GHz,16,SSD+HDD,1536,Nvidia GeForce GTX 1080,4.36,2758,ChuyenNghiep
4608,Portege Z30T-C-133,13.3,Intel Core i7 6500U 2.5GHz,16,SSD,512,Intel HD Graphics 520,1.36,1877,VanPhong
4609,15-bs011nv (i7-7500U/4GB/500GB/Radeon,15.6,Intel Core i7 7500U 2.7GHz,4,HDD,500,AMD Radeon 530,2.1,689,PhoThong
3993,IdeaPad 320-15AST,15.6,AMD A6-Series 9220 2.5GHz,4,SSD,128,AMD R4 Graphics,2.2,399,VanPhong
4840,IdeaPad 320-15IAP,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,HDD,1024,Intel HD Graphics 505,2.2,309,PhoThong
3994,Aspire 3,15.6,AMD A9-Series 9420 3GHz,4,HDD,1024,AMD Radeon R5,2.1,395,PhoThong
4841,EliteBook 820,12.5,Intel Core i5 6200U 2.3GHz,4,HDD,500,Intel HD Graphics 520,1.26,1579,PhoThong
3995,Inspiron 7577,15.6,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,1152,Nvidia GeForce GTX 1050 Ti,2.65,1349,ChuyenNghiep
4600,Chromebook 14,14,Intel Celeron Dual Core 3855U 1.6GHz,4,Flash Storage,32,Intel HD Graphics 510,1.45,375,PhoThong
4842,250 G6,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,HDD,1024,Intel HD Graphics 400,1.86,288.9,PhoThong
3996,Pavilion 15-CK000nv,15.6,Intel Core i7 8550U 1.8GHz,8,SSD,256,Nvidia GeForce GTX 940MX,1.83,699,VanPhong
4601,IdeaPad 520s-14IKB,14,Intel Core i5 7200U 2.5GHz,4,SSD,256,Intel HD Graphics 620,1.7,699,VanPhong
4843,Yoga 900-13ISK,13.3,Intel Core i7 6560U 2.2GHz,16,SSD,1024,Intel Iris Graphics 540,1.3,1799,VanPhong
3997,250 G6 x,15.6,intel core i5 7200u 2.5ghz,8,ssd+hdd,256,intel hd graphics 620,1.96,598.99,VanPhong
4602,ZBook 17,17.3,Intel Core i7 7700HQ 2.8GHz,8,HDD,500,Nvidia Quadro M1200,3.14,1907.99,PhoThong
4844,Tecra Z40-C-12X,14,Intel Core i5 6200U 2.3GHz,4,SSD,128,Intel HD Graphics 520,1.47,1105,VanPhong
3998,FX503VM-E4007T (i7-7700HQ/16GB/1TB,15.6,Intel Core i7 7700HQ 2.8GHz,16,SSD+HDD,1152,Nvidia GeForce GTX 1060,2.2,1449,ChuyenNghiep
4603,ThinkPad X1,14,Intel Core i7 7500U 2.7GHz,8,SSD,256,Intel HD Graphics 620,1.42,2590,VanPhong
4845,EliteBook 820,12.5,Intel Core i5 6200U 2.3GHz,8,SSD,256,Intel HD Graphics 520,1.26,1669,VanPhong
3999,XPS 13,13.3,Intel Core i7 8550U 1.8GHz,8,SSD,256,Intel UHD Graphics 620,1.21,1649,VanPhong
4604,Satellite Pro,13.3,Intel Core i5 7200U 2.5GHz,8,SSD,256,Intel HD Graphics 620,1.5,973,VanPhong
4846,Vostro 3568,15.6,Intel Core i3 6006U 2.0GHz,4,HDD,1024,Intel HD Graphics 520,2.18,558.6,PhoThong
4605,TravelMate B117-M,11.6,Intel Celeron Dual Core N3050 1.6GHz,4,Flash Storage,32,Intel HD Graphics,1.4,269,PhoThong
4847,GP62M Leopard,15.6,Intel Core i7 7700HQ 2.8GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 1050,2.2,1199,ChuyenNghiep
4860,ZBook Studio,15.6,Intel Core i7 6820HQ 2.7GHz,8,SSD,8,Nvidia Quadro M1000M,2,2249,VanPhong
4861,Latitude 7480,14,Intel Core i7 7600U 2.8GHz,8,SSD,256,Intel HD Graphics 620,1.36,1775,VanPhong
4617,ThinkPad P51s,15.6,Intel Core i7 6500U 2.5GHz,16,SSD,512,Nvidia Quadro M520M,2.18,1855,VanPhong
4859,Chromebook 14,14,Intel Celeron Dual Core N3060 1.6GHz,4,Flash Storage,32,Intel HD Graphics 400,1.68,349,PhoThong
4618,Thinkpad T460p,14,Intel Core i5 6300HQ 2.3GHz,8,SSD,256,Intel HD Graphics 520,1.8,1191,VanPhong
4619,17-ak002nv (A10-9620P/6GB/2TB/Radeon,17.3,AMD A10-Series 9620P 2.5GHz,6,HDD,2048,AMD Radeon 530,2.71,655.01,PhoThong
4851,X751SV-TY001T (N3710/4GB/1TB/GeForce,17.3,Intel Pentium Quad Core N3710 1.6GHz,4,HDD,1024,Nvidia GeForce 920MX,2.8,530,PhoThong
4610,Inspiron 5577,15.6,Intel Core i5 7300HQ 2.5GHz,8,HDD,1024,Nvidia GeForce GTX 1050,2.56,819,PhoThong
4852,TravelMate P259-G2,15.6,Intel Core i5 7200U 2.5GHz,4,HDD,500,Intel HD Graphics 620,2.23,619,PhoThong
4611,IdeaPad 320-15AST,15.6,AMD A9-Series 9420 2.9GHz,4,SSD,256,AMD Radeon 530,2.2,399,VanPhong
4853,Tecra A50-C-1ZV,15.6,Intel Core i5 6200U 2.3GHz,8,SSD,256,Intel HD Graphics 520,2.2,1119,VanPhong
4612,IdeaPad 320-15ABR,15.6,AMD A12-Series 9720P 3.6GHz,8,HDD,1024,AMD Radeon R7,2.2,429,PhoThong
4854,Yoga 700-11ISK,11.3,Intel Core M m7-6Y75 1.2GHz,8,SSD,256,Intel HD Graphics 515,1.1,1299,VanPhong
4613,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),15.6,Intel Core i5 7200U 2.5GHz,4,SSD+HDD,2048,Intel HD Graphics 620,2.1,621.45,VanPhong
4855,IdeaPad Y700-15ACZ,15.6,AMD FX 8800P 2.1GHz,16,SSD+HDD,1536,AMD Radeon R9 M385,2.5,999,ChuyenNghiep
4614,V310-15ISK (i3-6006U/4GB/500GB/No,15.6,Intel Core i3 6006U 2GHz,4,HDD,500,Intel HD Graphics 520,1.9,450,PhoThong
4856,Latitude 7280,12.5,Intel Core i5 7200U 2.5GHz,8,SSD,256,Intel HD Graphics,1.36,1472.2,VanPhong
4615,Vostro 5568,15.6,Intel Core i5 7200U 2.5GHz,8,SSD,256,Intel HD Graphics 620,2.18,795,VanPhong
4857,IdeaPad 310-15IKB,15.6,Intel Core i7 7500U 2.7GHz,8,HDD,1024,Nvidia GeForce 920MX,2.2,685,PhoThong
4616,Spin 5,13.3,Intel Core i5 8250U 1.6GHz,8,SSD,256,Intel UHD Graphics 620,1.6,999,VanPhong
4858,Insprion 5767,17.3,Intel Core i3 6006U 2.0GHz,4,HDD,1024,AMD Radeon R7 M445,2.36,659,PhoThong
4870,Portege Z30-C-16Z,13.3,Intel Core i5 6300U 2.4GHz,8,SSD,256,Intel HD Graphics 520,1.2,1535,VanPhong
4871,ThinkPad X270,12.5,Intel Core i5 7300U 2.6GHz,8,SSD,256,Intel HD Graphics 620,1.36,1760,VanPhong
4630,ThinkPad X1,14,Intel Core i7 6500U 2.5GHz,8,SSD,512,Intel HD Graphics 520,1.17,1686.64,VanPhong
4872,Aspire F5-573G-510L,15.6,Intel Core i5 7200U 2.5GHz,12,SSD+HDD,1152,Nvidia GeForce GTX 950M,2.4,1009,ChuyenNghiep
4628,Smartbook 142,14,Intel Atom Z8350 1.92GHz,4,HDD,32,Intel HD Graphics 400,1.4,265,PhoThong
4629,ProBook 470,17.3,Intel Core i7 7500U 2.7GHz,8,SSD,256,Nvidia GeForce 930MX,2.63,1200,VanPhong
4620,Legion Y520-15IKBN,15.6,Intel Core i7 7700HQ 2.8GHz,8,SSD+HDD,1152,Nvidia GeForce GTX 1050 Ti,2.5,1249,ChuyenNghiep
